"","date","id","deaths","confirmed","new_confirmed","population","administrative_area_level","administrative_area_level_1","administrative_area_level_2","administrative_area_level_3","cs","new_confirmed_nod","p2.5_signal","p97.5_signal","mean_signal","p2.5_position","p97.5_position","mean_position","p2.5_growth_rate","p97.5_growth_rate","p25_growth_rate","p75_growth_rate","growth_rate","percentile_0_growth_rate","dispersion","z_score_growth_rate","country","state","county","deaths_pc"
"1",2020-03-10,"0d9b81b2",0,1,1,36392,2,"Sweden","Kalmar",NA,1,1,0.44051317764125,2.19866183594207,0.984144050385606,-1.06159683343201,0.49814458914409,-0.281726122143958,-0.034970166580118,0.144094103530827,0.0237509393521541,0.085372997598555,0.0545619684753545,0.116155722399009,1.91672898950316,1.19442581226335,"Sweden","Kalmar",NA,0
"2",2020-03-11,"0d9b81b2",0,3,2,36392,2,"Sweden","Kalmar",NA,3,2,0.538560160338346,2.38223331523698,1.13268528560116,-0.945031188417282,0.490702881080075,-0.227164153668603,-0.0308480965171713,0.140009210472382,0.025181674340075,0.083979439615136,0.0545805569776055,0.105243879781858,1.91672898950316,1.25222535479602,"Sweden","Kalmar",NA,0
"3",2020-03-12,"0d9b81b2",0,5,2,36392,2,"Sweden","Kalmar",NA,5,2,0.689966405483783,2.72896309463021,1.37218543101867,-0.834067795671909,0.488900602289913,-0.172583596690998,-0.0265721870060356,0.136072817215956,0.026764497729322,0.0827361324805981,0.0547503151049601,0.0934936017461955,1.91672898950316,1.31954431999002,"Sweden","Kalmar",NA,0
"4",2020-03-13,"0d9b81b2",0,5,0,36392,2,"Sweden","Kalmar",NA,5,0,0.599841413377626,2.18426703733687,1.1446457211165,-0.728685809907808,0.493019246735731,-0.117833281586039,-0.0221313743697892,0.13247493037967,0.0285691545149802,0.0817744014949003,0.0551717780049402,0.0809305691654701,1.91672898950316,1.39883943320365,"Sweden","Kalmar",NA,0
"5",2020-03-14,"0d9b81b2",0,7,2,36392,2,"Sweden","Kalmar",NA,7,2,0.260212189632895,0.936117041879048,0.493547429554663,-0.628613241855614,0.503290234693413,-0.0626615035811003,-0.0177852098227902,0.129098002809832,0.0303826613182737,0.0809301316687682,0.0556563964935209,0.068729094824883,1.91672898950316,1.48532334882162,"Sweden","Kalmar",NA,0
"6",2020-03-15,"0d9b81b2",0,7,0,36392,2,"Sweden","Kalmar",NA,7,0,0.194673745466148,0.685708302415735,0.365362017085117,-0.533637168673727,0.519626954498572,-0.00700510708757704,-0.0132919009692612,0.126240849106469,0.0324655100046959,0.0804834381325115,0.0564744740686037,0.0563071487661178,1.91672898950316,1.58655133164407,"Sweden","Kalmar",NA,0
"7",2020-03-16,"0d9b81b2",0,7,0,36392,2,"Sweden","Kalmar",NA,7,0,0.813824643527298,2.39358282554006,1.39569219018672,-0.443206021071378,0.542144755033432,0.0494693669810271,-0.00872848031403826,0.123847041437584,0.0347474250241949,0.080371136099351,0.057559280561773,0.0443885051716707,1.91672898950316,1.70188456189471,"Sweden","Kalmar",NA,0
"8",2020-03-17,"0d9b81b2",0,7,0,36392,2,"Sweden","Kalmar",NA,7,0,0.874606833281986,2.40975327421768,1.45175296801984,-0.35678218470481,0.57083947979042,0.107028647542805,-0.00435587699203118,0.121731788028799,0.0369924452045391,0.0803834658322292,0.0586879555183841,0.0340348960742539,1.91672898950316,1.82454452024817,"Sweden","Kalmar",NA,0
"9",2020-03-18,"0d9b81b2",0,8,1,36392,2,"Sweden","Kalmar",NA,8,1,1.03532674605063,2.71889836410697,1.67778073542202,-0.273930480717174,0.605363686839547,0.165716603061187,-0.000432891213517965,0.119693419781726,0.0389605055195896,0.0803000230486185,0.059630264284104,0.0258371011841954,1.91672898950316,1.94583800030413,"Sweden","Kalmar",NA,0
"10",2020-03-19,"0d9b81b2",0,9,1,36392,2,"Sweden","Kalmar",NA,9,1,1.28832346035349,3.23920699771118,2.04282803194309,-0.194345872282406,0.645039606972987,0.225346867345291,0.00291131711926611,0.117651849048095,0.0405385384847763,0.0800246276825852,0.0602815830836807,0.0197267949783846,1.91672898950316,2.05942450830468,"Sweden","Kalmar",NA,0
"11",2020-03-20,"0d9b81b2",0,10,1,36392,2,"Sweden","Kalmar",NA,10,1,1.08721730645902,2.70064953456808,1.71353229110598,-0.117748482958253,0.689005383816195,0.285628450428971,0.00549836726520219,0.115476803767108,0.0415639397889266,0.0794112312433834,0.060487585516155,0.0155441511829536,1.91672898950316,2.15594061698443,"Sweden","Kalmar",NA,0
"12",2020-03-21,"0d9b81b2",0,11,1,36392,2,"Sweden","Kalmar",NA,11,1,0.454941669077912,1.21272332776617,0.742777473314628,-0.0439579510406929,0.736190022930946,0.346116035945126,0.00720454758115072,0.113072635825973,0.0419222007501474,0.0783549826569761,0.0601385917035617,0.0129828833277445,1.91672898950316,2.22672338329875,"Sweden","Kalmar",NA,0
"13",2020-03-22,"0d9b81b2",0,12,1,36392,2,"Sweden","Kalmar",NA,12,1,0.331387840868652,0.920583248289742,0.552331508236301,0.0270904246960815,0.785418830601294,0.406254627648688,0.00808614104214566,0.110472318774972,0.0416619604109379,0.0768964994061794,0.0592792299085587,0.0116175208291206,1.91672898950316,2.26954767185912,"Sweden","Kalmar",NA,0
"14",2020-03-23,"0d9b81b2",0,15,3,36392,2,"Sweden","Kalmar",NA,15,3,1.37980353047576,3.24452458705953,2.11584651615852,0.0954104579102703,0.835657257204222,0.465533857557246,0.00825872406296244,0.107719642488637,0.0408752540014949,0.0751031125501045,0.0579891832757997,0.0111430904796585,1.91672898950316,2.28545467933505,"Sweden","Kalmar",NA,0
"15",2020-03-24,"0d9b81b2",0,16,1,36392,2,"Sweden","Kalmar",NA,16,1,1.4483946120156,3.34704058204008,2.20178008557267,0.160966679498513,0.886079402167579,0.523523040833046,0.00788681720425633,0.104909635731251,0.0397038134204269,0.0730926395150808,0.0563982264677539,0.0113451844256498,1.91672898950316,2.27860815315266,"Sweden","Kalmar",NA,0
"16",2020-03-25,"0d9b81b2",0,18,2,36392,2,"Sweden","Kalmar",NA,18,2,1.68486875862074,3.825409477164,2.53876208357642,0.223792954617162,0.936049579984438,0.5799212673008,0.00683215806924643,0.101831143195813,0.0379854722710084,0.0706778289940508,0.0543316506325296,0.0124846216004663,1.91672898950316,2.24187823308844,"Sweden","Kalmar",NA,0
"17",2020-03-26,"0d9b81b2",0,24,6,36392,2,"Sweden","Kalmar",NA,24,6,2.06056828042373,4.58825862775703,3.07480408981396,0.283691285599652,0.984814550267008,0.63425291793333,0.00505070637830524,0.098377212674208,0.0356555593682128,0.0677723596843005,0.0517139595262566,0.0149238617119831,1.91672898950316,2.17210527195905,"Sweden","Kalmar",NA,0
"18",2020-03-27,"0d9b81b2",0,29,5,36392,2,"Sweden","Kalmar",NA,29,5,1.70615297863873,3.832623488362,2.55715505604755,0.34034697578956,1.03158677912961,0.685966877459586,0.00294996632343733,0.0949156377930372,0.0331085564941786,0.0647570476222959,0.0489328020582373,0.0185027758832283,1.91672898950316,2.08570280984629,"Sweden","Kalmar",NA,0
"19",2020-03-28,"0d9b81b2",0,30,1,36392,2,"Sweden","Kalmar",NA,30,1,0.697808999385344,1.72057680663088,1.09573444766546,0.393811965921122,1.07598739311453,0.734899679517824,0.000882351280047308,0.0917772869183812,0.0306898117020437,0.0619698264963848,0.0463298190992143,0.0228574520453668,1.91672898950316,1.99801619764655,"Sweden","Kalmar",NA,0
"20",2020-03-29,"0d9b81b2",0,31,1,36392,2,"Sweden","Kalmar",NA,31,1,0.49777010600327,1.29738795249948,0.803617408125926,0.444443375446469,1.11801562178761,0.781229498617038,-0.00114830194844687,0.0889265885150233,0.0283902384955294,0.059388048071047,0.0438891432832882,0.0280671501960569,1.91672898950316,1.90999155713542,"Sweden","Kalmar",NA,0
"21",2020-03-30,"0d9b81b2",0,34,3,36392,2,"Sweden","Kalmar",NA,34,3,2.0437809136347,4.49640433242393,3.03144608307527,0.492490180190786,1.15774710360987,0.825118641900326,-0.00306934076923946,0.0863584898192027,0.026257007306921,0.0570321417430422,0.0416445745249816,0.0339685147390454,1.91672898950316,1.82542427079758,"Sweden","Kalmar",NA,0
"22",2020-03-31,"0d9b81b2",0,36,2,36392,2,"Sweden","Kalmar",NA,36,2,2.09897975730114,4.58853719953479,3.10342499465458,0.538135506387449,1.19539092646317,0.866763216425308,-0.0048495318845906,0.0840333860890574,0.0242981212941605,0.0548857329103063,0.0395919271022334,0.0403977273115455,1.91672898950316,1.74608919166941,"Sweden","Kalmar",NA,0
